2325723.69854 4881449.02456 2325780.74748 4881448.00176
2325777.59694 4881444.43747 2325812.42325 4881442.34538
2325722.36064 4881379.07132 2325774.86483 4881388.72282
2325776.06791 4881384.2318 2325809.93444 4881392.11665
